state,year,college,beer,primary,secondary,population,unemploy,fatalities,totalvmt,precip,snow32,rural_speed,urban_speed
IN,1994,.16532847,1.15,0,1,5793.526,4.9000001,974,61136,3.0050001,.47,65,55
IN,1995,.1697583,1.12,0,1,5851.459,4.6999998,960,64552,3.1091666,.63166666,65,55
IN,1996,.17637327,1.13,0,1,5906.013,4.0999999,984,66220,3.9883332,.48499998,65,55
IN,1997,.185395,1.12,0,1,5955.267,3.5,935,68633,3.4958334,.26166669,65,55
IN,1998,.19699743,1.14,1,0,5998.88,3.0999999,982,69129,3.6291666,0,65,55
IN,1999,.2031648,1.16,1,0,6044.969,3,1020,70040,3.085,.41249999,65,55
IN,2000,.207101,1.16,1,0,6091.955,3.2,875,70862,3.7349999,.48166665,65,55
IN,2001,.21393983,1.15,1,0,6125.677,4.4000001,909,71624,3.3116667,.090000004,65,55
IN,2002,.2175498,1.13,1,0,6154.739,5.0999999,792,72523,3.4991667,.23333333,65,55
IN,2003,.21820579,1.11,1,0,6196.269,5.0999999,834,72511,3.9516666,.59249997,65,55
KS,1981,.20732281,1.23,0,0,2384.853,4.1999998,578,17470,2.335,0,55,55
KS,1982,.21407697,1.22,0,0,2401.207,6.3000002,498,17658,2.3391666,.21250001,55,55
KS,1983,.22304544,1.2,0,0,2415.529,6.0999999,411,18153,2.0699999,.125,55,55
KS,1984,.23102634,1.1799999,0,0,2424.088,5.1999998,510,18717,2.1933334,.035,55,55
KS,1985,.2351079,1.17,0,0,2427.401,5,486,19275,2.6783333,.41500002,55,55
KS,1986,.235532,1.12,0,0,2432.614,5.4000001,500,19821,2.3791666,0,55,55
KS,1987,.24105674,1.12,0,1,2445.367,4.9000001,491,20561,2.7583334,.069166668,55,55
KS,1988,.23931757,1.11,0,1,2461.995,4.8000002,483,21161,1.6541667,.07,65,55
KS,1989,.23907964,1.1,0,1,2472.838,4,428,21913,2.1308334,.10583334,65,55
KS,1990,.23197301,1.13,0,1,2481.349,4.5,444,22849,2.4166667,.050833333,65,55
KS,1991,.23643093,1.15,0,1,2498.722,4.5,409,23186,1.8625,.044166666,65,55
KS,1992,.23880184,1.09,0,1,2532.394,4.3000002,387,24163,2.7425001,.14999999,65,55
KS,1993,.23953196,1.09,0,1,2556.547,5,428,24115,3.2933333,.44416666,65,55
KS,1994,.24351507,1.12,0,1,2580.513,5.3000002,442,24678,1.9825,.18083332,65,55
KS,1995,.24877714,1.08,0,1,2601.007,4.4000001,442,25153,2.4825001,.078333333,65,55
KS,1996,.26055077,1.05,0,1,2614.554,4.5,490,25942,2.4983335,.054166667,70,70
KS,1997,.26328534,1.09,0,1,2635.292,3.8,481,26524,2.4608333,.02,70,70
KS,1998,.2637243,1.09,0,1,2660.598,3.8,492,27095,2.4416666,0,70,70
KS,1999,.26348916,1.14,0,1,2678.338,3,540,27699,2.5408332,.10666666,70,70
KS,2000,.27307823,1.15,0,1,2692.671,3.7,461,28130,1.9075,.039166667,70,70
KS,2001,.28352961,1.12,0,1,2700.879,4.3000002,494,28155,2.4716666,.53583336,70,70
KS,2002,.29368064,1.1900001,0,1,2712.454,5.0999999,512,28443,1.5491667,0,70,70
KS,2003,.29590601,1.15,0,1,2724.224,5.4000001,471,28672,2.1533334,.215,70,70
KY,1981,.1458333,1.13,0,0,3670.395,8.3999996,812,25195,3.8441668,.076666668,55,55
KY,1982,.15961486,1.14,0,0,3683.449,10.6,822,25627,4.3899999,.49666667,55,55
KY,1983,.16588727,1.13,0,0,3694.469,11.7,778,26719,3.7066667,.37583336,55,55
KY,1984,.1651417,1.05,0,0,3695.459,9.3000002,754,27951,4.3183331,.12083334,55,55
KY,1985,.16259064,1.0700001,0,0,3694.816,9.5,712,28520,3.5650001,.35916665,55,55
KY,1986,.1603317,1.09,0,0,3687.805,9.3000002,805,29252,3.7241666,0,55,55
KY,1987,.15766667,1.03,0,0,3683.33,8.8000002,844,30320,3.4366667,0,55,55
KY,1988,.15497699,1.08,0,0,3680.002,7.9000001,838,31614,3.79,.29416665,65,55
KY,1989,.1533128,1.08,0,0,3677.318,6.1999998,772,32165,5.4200001,.1825,65,55
KY,1990,.15060334,1.12,0,0,3694.048,5.9000001,846,33639,4.8783331,0,65,55
KY,1991,.15184116,1.11,0,0,3722.328,7.5,826,35213,4.0591669,0,65,55
KY,1992,.15340257,1.04,0,0,3765.469,6.9000001,815,38062,3.655,0,65,55
KY,1993,.15547881,1.08,0,0,3812.206,6.1999998,871,39598,3.9208333,0,65,55
KY,1994,.16289823,1.08,0,0,3849.088,5.4000001,778,39822,4.3175001,.41583332,65,55
KY,1995,.17060407,1.05,0,1,3887.427,5.4000001,849,41095,3.8833332,0,65,55
KY,1996,.18068203,1.05,0,1,3919.535,5.5999999,842,42586,4.7116666,0,65,55
KY,1997,.18749087,1.0599999,0,1,3952.747,5.4000001,857,43520,4.2366667,0,65,55
KY,1998,.1930761,1.0700001,0,1,3985.39,4.5999999,858,44895,4.1641665,0,65,55
KY,1999,.19891997,1.0700001,0,1,4018.053,4.5,814,46445,3.1800001,0,65,55
KY,2000,.20521557,1.0700001,0,1,4049.005,4.0999999,820,46803,4.0858335,.32666668,65,55
KY,2001,.20907924,1.04,0,1,4066.908,5.4000001,845,46258,3.7783334,.18416667,65,55
KY,2002,.20626554,1.08,0,1,4088.51,5.5999999,915,46841,4.2075,0,65,55
KY,2003,.20303217,1.03,0,1,4116.78,6.1999998,928,46748,4.9683332,.1525,65,55
LA,1981,.174257,1.48,0,0,4283.297,8.3999996,1206,24960,3.8425,0,55,55
LA,1982,.18353023,1.49,0,0,4352.609,10.3,1091,26902,5.5149999,0,55,55
LA,1983,.18477097,1.4299999,0,0,4395.311,11.8,933,27573,6.2333331,0,55,55
LA,1984,.1866366,1.4,0,0,4400.474,10,893,31588,4.6133332,0,55,55
LA,1985,.18436959,1.35,0,0,4408.113,11.5,931,33365,4.5533333,0,55,55
LA,1986,.18966256,1.39,0,0,4406.922,13.1,932,29861,4.2024999,0,55,55
LA,1987,.19582351,1.36,0,1,4344.151,12,827,30599,5.5508332,0,55,55
LA,1988,.19500344,1.4400001,0,1,4288.859,10.9,925,34682,4.9866667,0,65,55
LA,1989,.19028953,1.4299999,0,1,4252.896,7.9000001,874,35613,5.4641666,0,65,55
LA,1990,.1814509,1.53,0,1,4221.532,6.3000002,956,37963,5.2541666,0,65,55
LA,1991,.1820707,1.52,0,1,4253.279,7.1999998,856,34710,6.8258333,0,65,55
LA,1992,.1856606,1.55,0,1,4293.003,8.1999998,883,33855,5.8425002,0,65,55
LA,1993,.18437007,1.53,0,1,4316.428,7.5,879,36351,4.7750001,0,65,55
LA,1994,.1845029,1.45,0,1,4347.481,8,838,37430,4.5833335,0,65,55
LA,1995,.1817147,1.55,0,1,4378.779,6.9000001,883,38647,5.2341666,0,65,55
LA,1996,.18338627,1.5,1,0,4398.877,6.6999998,902,38095,4.2191668,0,65,55
LA,1997,.18552974,1.5,1,0,4421.071,6.0999999,913,38099,5.7841668,0,65,55
LA,1998,.19272196,1.5,1,0,4440.344,5.6999998,926,40261,5.5658331,0,70,70
LA,1999,.20306087,1.54,1,0,4460.811,5.0999999,938,41149,3.8683333,0,70,70
LA,2000,.21102007,1.5,1,0,4469.495,5.5,937,40849,4.0091667,0,70,70
LA,2001,.2164502,1.49,1,0,4465.258,5.9000001,954,41177,5.605,0,70,70
LA,2002,.21544486,1.33,1,0,4475.003,6.0999999,875,43295,4.7658334,0,70,70
LA,2003,.2167273,1.42,1,0,4490.38,6.5999999,894,44156,4.7666664,0,70,70
MA,1981,.226695,1.4400001,0,0,5768.685,6.4000001,746,35948,3.7649999,.56833333,55,55
MA,1982,.23624186,1.35,0,0,5771.222,7.9000001,655,36666,3.8608334,.94250005,55,55
MA,1983,.24858271,1.36,0,0,5799.405,6.9000001,651,37541,5.0225,1.6866667,55,55
MA,1984,.26298454,1.3,0,0,5840.774,4.8000002,666,38537,4.4383335,.69083333,55,55
MA,1985,.27812928,1.3,0,0,5880.734,3.9000001,740,39696,3.3916667,.61500001,55,55
MA,1986,.29038963,1.3099999,0,0,5902.677,3.8,749,40745,4.0883331,1.4983333,55,55
MA,1987,.3005738,1.29,0,0,5935.205,3.2,689,42305,3.5816667,.80333334,55,55
MA,1988,.30116495,1.29,0,0,5979.983,3.3,725,43334,3.5991666,1.0241667,55,55
MA,1989,.29922,1.26,0,0,6015.478,4,700,46214,3.8366666,.65083331,55,55
MA,1990,.29189917,1.22,0,0,6022.639,6,605,46177,4.0066667,.64166665,55,55
MA,1991,.29186475,1.1900001,0,0,6018.47,9.1000004,552,46537,3.8441668,.85916668,55,55
MA,1992,.29368657,1.12,0,0,6028.709,8.6000004,485,47348,3.7583334,1.1324999,65,55
MA,1993,.2979314,1.14,0,0,6060.569,6.9000001,475,46684,3.7224998,1.8683333,65,55
MA,1994,.30625588,1.14,0,1,6095.241,6,440,46990,4.1658335,.87833333,65,55
MA,1995,.30936486,1.13,0,1,6141.445,5.4000001,444,48053,2.9916668,1.015,65,55
MA,1996,.3121022,1.11,0,1,6179.756,4.3000002,417,49956,4.7066665,1.1225001,65,65
MA,1997,.31240866,1.13,0,1,6226.058,4,442,50468,3.4100001,.56333333,65,65
MA,1998,.31701475,1.14,0,1,6271.838,3.3,406,51829,4.2824998,.48666668,65,65
MA,1999,.32514527,1.09,0,1,6317.345,3.2,414,51820,3.7875001,1.1883334,65,65
MA,2000,.33141303,1.16,0,1,6362.132,2.5999999,433,52796,4.3033333,1.2391667,65,65
MA,2001,.34030503,1.12,0,1,6394.75,3.7,477,53015,3.6008334,.67750001,65,65
MA,2002,.35155547,1.13,0,1,6411.568,5.3000002,459,53266,3.8483334,.4725,65,65
MA,2003,.3629505,1.1,0,1,6417.565,5.8000002,462,53709,4.3125,1.4683334,65,65
MD,1981,.2538155,1.39,0,0,4261.905,7.3000002,781,28617,3.1791666,.044166666,55,55
MD,1982,.27000579,1.27,0,0,4282.923,8.3999996,640,28920,3.4649999,.29666665,55,55
MD,1983,.28291154,1.34,0,0,4313.329,6.9000001,656,30618,4.1866665,0,55,55
MD,1984,.28355047,1.3099999,0,0,4365.246,5.4000001,643,31702,3.9166665,.17833334,55,55
MD,1985,.27534604,1.3099999,0,0,4413.072,4.5999999,727,33337,3.4324999,.2,55,55
MD,1986,.27172151,1.29,0,0,4486.956,4.5,784,35208,3.1600001,0,55,55
MD,1987,.27827641,1.29,0,1,4565.558,4.1999998,814,36493,3.2,.44749999,55,55
MD,1988,.27570322,1.26,0,1,4657.903,4.5,782,37498,3.2858334,.255,55,55
MD,1989,.26699173,1.22,0,1,4727.303,3.7,726,38922,4.2125001,.13833334,55,55
MD,1990,.25760666,1.22,0,1,4799.77,4.6999998,682,40536,3.6983333,0,55,55
MD,1991,.25939608,1.15,0,1,4867.641,6,694,41349,2.9075,0,55,55
MD,1992,.26256678,1.11,0,1,4923.368,6.6999998,659,41896,3.6308334,0,55,55
MD,1993,.26865056,1.1,0,1,4971.889,6.1999998,665,43311,3.8308332,.45000002,55,55
MD,1994,.28566152,1.09,0,1,5023.06,5.0999999,651,44165,4.2308335,.37750003,55,55
MD,1995,.31037286,1.0599999,0,1,5070.033,5.0999999,671,44882,2.97,.54166669,55,55
MD,1996,.32563338,1.05,0,1,5111.986,4.9000001,608,46033,4.8041668,.47083333,65,55
MD,1997,.33350584,1.05,0,1,5157.328,5.0999999,608,46812,3.2016666,0,65,65
MD,1998,.33691439,1.05,1,0,5204.464,4.5999999,606,48343,3.8625,0,65,65
MD,1999,.33468324,1.04,1,0,5254.509,3.5,590,49126,3.6716666,0,65,65
MD,2000,.33817747,1.04,1,0,5311.543,3.8,588,50174,3.8216667,.23333333,65,65
MD,2001,.34016603,1.0599999,1,0,5379.591,4,660,51996,3.2208333,.26583335,65,65
MD,2002,.34862253,1.05,1,0,5442.268,4.4000001,659,53702,3.0108333,0,65,65
MD,2003,.35082853,1.02,1,0,5512.477,4.5,649,54701,5.4033332,1.2641666,65,65
ME,1981,.159005,1.24,0,0,1133.033,7.1999998,219,7587,3.575,1.2225,55,55
ME,1982,.17377834,1.3,0,0,1136.683,8.6000004,168,7649,3.1366668,1.1208334,55,55
ME,1983,.18731463,1.3200001,0,0,1144.772,9,224,7924,4.500833,1.665,55,55
ME,1984,.20048124,1.25,0,0,1155.634,6.0999999,227,9345,3.6600001,1.4758333,55,55
ME,1985,.203366,1.29,0,0,1162.935,5.4000001,206,9277,2.8058333,.89999998,55,55
ME,1986,.2053958,1.28,0,0,1170.126,5.3000002,212,10022,3.3541667,1.4924999,55,55
ME,1987,.21019673,1.26,0,0,1184.577,4.4000001,232,10766,2.7783334,1.0658333,55,55
ME,1988,.2113637,1.28,0,0,1203.84,3.8,255,11401,3.0208333,.875,65,55
ME,1989,.20809214,1.25,0,0,1219.961,4.0999999,193,11739,3.2666667,1.2241666,65,55
ME,1990,.202161,1.21,0,0,1231.719,5.1999998,213,11871,3.635,1.2825,65,55
ME,1991,.20210616,1.1799999,0,0,1237.081,7.5999999,204,11849,3.3199999,1.0450001,65,55
ME,1992,.20028377,1.16,0,0,1238.508,7.1999998,214,12151,2.9391665,1.4449999,65,55
ME,1993,.19523726,1.15,0,0,1242.302,7.9000001,185,12182,3.4666667,1.3916667,65,55
ME,1994,.1946286,1.13,0,0,1242.662,7.4000001,188,12469,3.3633335,1.1591667,65,55
ME,1995,.1977051,1.17,0,0,1243.48,5.6999998,187,12589,3.1033332,1.7641667,65,55
ME,1996,.20513916,1.17,0,1,1249.06,5.0999999,169,12819,4.0958333,1.8066666,65,65
ME,1997,.20640026,1.15,0,1,1254.774,5.4000001,192,13245,3.3025,1.5566666,65,65
ME,1998,.21139227,1.14,0,1,1259.127,4.4000001,192,13540,3.5916667,1.4641666,65,65
ME,1999,.2143825,1.16,0,1,1266.808,4.0999999,181,14144,3.5799999,1.495,65,65
ME,2000,.2231207,1.17,0,1,1277.397,3.5,169,14190,3.5325,1.4491667,65,65
ME,2001,.23378497,1.2,0,1,1286.35,3.9000001,192,14433,2.5450001,1.0775,65,65
ME,2002,.24281034,1.23,0,1,1296.978,4.4000001,216,14727,3.3700001,1.6208333,65,65
ME,2003,.24449334,1.24,0,1,1308.245,5.0999999,207,14912,3.3258333,1.3441666,65,65
MI,1981,.1718933,1.34,0,0,9209.287,12.3,1564,62090,2.5516667,.60583329,55,55
MI,1982,.17809747,1.35,0,0,9115.196,15.5,1417,61200,2.7458334,.87583333,55,55
MI,1983,.17776623,1.35,0,0,9047.763999999999,14.2,1314,60855,2.7166667,.50749999,55,55
MI,1984,.17723297,1.3200001,0,0,9049.454,11.2,1525,63470,2.5025001,.75,55,55
MI,1985,.181227,1.3,0,0,9076.287,9.8999996,1543,67402,3.2308333,.82499999,55,55
MI,1986,.19195274,1.33,0,1,9127.773999999999,8.8000002,1594,71981,2.7833333,.51083332,55,55
MI,1987,.1978621,1.3200001,0,1,9187.484,8.1999998,1597,75706,2.3499999,.43416667,55,55
MI,1988,.19315846,1.3099999,0,1,9218.002,7.5999999,1704,77899,2.4525001,.69083333,65,55
MI,1989,.18541127,1.29,0,1,9253.298000000001,7.0999999,1631,79890,2.21,.58166665,65,55
MI,1990,.1780964,1.33,0,1,9311.319,7.5999999,1566,81091,2.8041666,.70749998,65,55
MI,1991,.1782677,1.3,0,1,9400.446,9.3000002,1408,81935,2.5708334,.40666667,65,55
MI,1992,.18256894,1.26,0,1,9479.065000000001,8.8999996,1298,84219,2.6600001,.72166669,65,55
MI,1993,.19112536,1.25,0,1,9540.114,7.0999999,1408,85686,2.5525,.55083334,65,55
MI,1994,.20300969,1.23,0,1,9597.736999999999,5.9000001,1419,85183,2.5983334,.58750004,65,55
MI,1995,.20810813,1.2,0,1,9676.210999999999,5.3000002,1530,85703,2.4683332,.82666665,65,55
MI,1996,.21171223,1.2,0,1,9758.645,4.9000001,1505,90215,2.7691667,1.0491667,65,55
MI,1997,.2153556,1.17,0,1,9809.050999999999,4.1999998,1446,91494,2.5899999,1.0166667,70,65
MI,1998,.22325803,1.2,0,1,9847.941999999999,3.9000001,1366,93723,2.3516667,.39583334,70,65
MI,1999,.23251227,1.1900001,0,1,9897.116,3.8,1382,95645,2.5958333,.79500002,70,65
MI,2000,.23950677,1.1900001,1,0,9956.111000000001,3.5,1382,97792,2.7375,.59916663,70,65
MI,2001,.24140063,1.1900001,1,0,10002.663,5.3000002,1328,98987,2.72,.61833334,70,65
MI,2002,.23752214,1.16,1,0,10039.379,6.1999998,1277,100144,2.5716667,.8075,70,65
MI,2003,.2388519,1.17,1,0,10078.146,7.3000002,1283,100756,2.5333333,.5958333,70,65
MN,1981,.2322349,1.39,0,0,4111.733,5.5,753,28678,2.1608334,.29166669,55,55
MN,1982,.23908444,1.36,0,0,4131.45,7.8000002,571,29176,2.1600001,.57833332,55,55
MN,1983,.2384921,1.37,0,0,4141.458,8.1999998,555,31063,2.3075001,.63333333,55,55
MN,1984,.2300652,1.34,0,0,4157.704,6.3000002,582,31826,1.9975001,.45166665,55,55
MN,1985,.22435077,1.3099999,0,0,4184.301,6,609,32688,2.4383333,.31666666,55,55
MN,1986,.22730443,1.3,0,0,4205.213,5.3000002,571,33806,2.6141667,.38583332,55,55
MN,1987,.23690221,1.3099999,0,1,4235.136,5.4000001,530,35167,1.8083333,.17083333,55,55
MN,1988,.24269217,1.3,0,1,4296.163,4,612,36447,1.8108333,.48166668,65,55
MN,1989,.24423347,1.28,0,1,4338.056,4.3000002,604,37393,1.85,.40083334,65,55
MN,1990,.23735523,1.3200001,0,1,4389.857,4.9000001,566,38946,2.0516667,.37916666,65,55
MN,1991,.22911657,1.3,0,1,4440.859,5.0999999,531,39254,2.6633334,.58749998,65,55
MN,1992,.22266087,1.25,0,1,4495.572,5.1999998,581,41162,2.085,.495,65,55
MN,1993,.2295271,1.24,0,1,4555.954,5.0999999,538,42214,2.5983334,.42500001,65,55
MN,1994,.2470869,1.27,0,1,4610.355,4,644,43317,2.1783333,.26416665,65,55
MN,1995,.26042673,1.24,0,1,4660.18,3.7,597,44072,2.22,.50166667,65,55
MN,1996,.26939011,1.25,0,1,4712.827,4,576,44465,2.1008334,.72249997,65,55
MN,1997,.27987826,1.23,0,1,4763.39,3.3,600,49082,1.9741666,.41749999,65,55
MN,1998,.29421529,1.16,0,1,4813.412,2.5,650,49628,2.1733334,.45916668,70,65
MN,1999,.30228809,1.23,0,1,4873.481,2.8,626,51410,2.4366667,.30416667,70,65
MN,2000,.30291262,1.24,0,1,4933.756,3.3,625,52601,2.2808332,.59416664,70,65
MN,2001,.30338839,1.25,0,1,4984.621,3.7,568,53341,2.4316666,.39916667,70,65
MN,2002,.31176013,1.25,0,1,5023.526,4.4000001,657,54562,2.2383332,.28833333,70,65
MN,2003,.31981674,1.21,0,1,5061.662,5,657,55296,1.7958333,.30833334,70,65
MO,1981,.1841623,1.4,0,0,4932.069,7.6999998,1041,35178,3.4966667,.17416666,55,55
MO,1982,.18013459,1.38,0,0,4929.456,9.1999998,893,35003,4.1233335,.57166666,55,55
MO,1983,.17745744,1.37,0,0,4943.735,9.8999996,911,36543,3.0575001,.28999999,55,55
MO,1984,.17813674,1.34,0,0,4975.276,7.1999998,968,38535,3.51,.054166663,55,55
MO,1985,.18318993,1.33,0,0,5000.26,6.4000001,931,39284,4.4025002,1.0916667,55,55
MO,1986,.19268593,1.36,0,1,5023.055,6.0999999,1129,41571,3.2741666,0,55,55
MO,1987,.20275137,1.36,0,1,5056.702,6.3000002,1044,43379,3.3741667,.12916666,55,55
MO,1988,.20246267,1.33,0,1,5081.737,5.6999998,1103,45570,2.9383333,.45666665,65,55
MO,1989,.20079167,1.33,0,1,5095.844,5.5,1052,48087,2.8783333,.57083333,65,55
MO,1990,.19828774,1.37,0,1,5128.88,5.8000002,1097,50883,4.3491664,0,65,55
MO,1991,.20145167,1.35,0,1,5170.8,6.6999998,1011,50982,2.9491665,.17083333,65,55
MO,1992,.20019594,1.34,0,1,5217.101,5.6999998,985,53254,3.5183334,0,65,55
MO,1993,.19635093,1.33,0,1,5271.175,6.5,947,54821,4.7216668,.6275,65,55
MO,1994,.20166107,1.36,0,1,5324.497,4.9000001,1089,57288,3.4524999,.13583334,65,55
MO,1995,.21716033,1.3099999,0,1,5378.247,4.8000002,1109,59347,3.4925001,.27416667,65,55
MO,1996,.23072137,1.3099999,0,1,5431.553,4.5999999,1148,61162,3.4558334,.21583332,70,60
MO,1997,.23756664,1.3,0,1,5481.193,4.1999998,1192,62980,3.4233334,.16,70,60
MO,1998,.23940293,1.33,0,1,5521.765,4.1999998,1169,64534,3.9566667,0,70,60
MO,1999,.2460115,1.35,0,1,5561.948,3.4000001,1094,66733,3.2141666,.29416665,70,60
MO,2000,.2506789,1.35,0,1,5606.265,3.4000001,1157,67083,3.0058334,.12166667,70,60
MO,2001,.2566247,1.34,0,1,5643.326,4.6999998,1098,67632,3.6983333,.16583334,70,60
MO,2002,.2628617,1.47,0,1,5681.045,5.5,1208,68163,3.2525001,0,70,60
MO,2003,.26700249,1.33,0,1,5718.717,5.5999999,1232,68163,3.4475,.47833332,70,60
MS,1981,.1716371,1.1900001,0,0,2539.032,8.3000002,744,16952,3.655,0,55,55
MS,1982,.17268106,1.1900001,0,0,2556.776,11,730,17146,5.6550002,0,55,55
MS,1983,.17005193,1.1900001,0,0,2567.719,12.6,716,17802,6.7183332,0,55,55
MS,1984,.16543047,1.1900001,0,0,2578.053,10.8,680,18442,4.2183332,0,55,55
MS,1985,.16573673,1.21,0,0,2588.103,10.3,662,19130,4.2958331,0,55,55
MS,1986,.16773254,1.26,0,0,2593.596,11.7,771,19226,3.8808334,0,55,55
MS,1987,.1689046,1.26,0,0,2588.545,10.2,756,20173,5.0941668,0,55,55
MS,1988,.16133404,1.28,0,0,2580.349,8.3999996,722,22043,4.3966665,0,65,55
MS,1989,.15138976,1.26,0,0,2574.272,7.8000002,726,22895,5.7816668,0,65,55
MS,1990,.1443783,1.34,0,1,2578.897,7.5999999,746,24398,5.6583333,0,65,55
MS,1991,.14725943,1.3200001,0,1,2598.733,8.6999998,699,24897,6.7125001,0,65,55
MS,1992,.15537266,1.35,0,1,2623.734,8.1999998,766,26239,5.0299997,0,65,55
MS,1993,.16655627,1.37,0,1,2655.1,6.4000001,813,26864,4.6358333,0,65,55
MS,1994,.17303874,1.28,0,1,2688.992,6.5999999,791,28548,5.085,0,65,55
MS,1995,.17890944,1.36,0,1,2722.659,6.0999999,868,29559,4.8383331,0,65,55
MS,1996,.18850537,1.37,0,1,2748.085,6.0999999,811,30562,4.5100002,0,70,70
MS,1997,.2030416,1.37,0,1,2777.004,5.6999998,861,31519,5.6566668,0,70,70
MS,1998,.2119541,1.4,0,1,2804.834,5.4000001,948,34210,5.1258335,0,70,70
MS,1999,.20723343,1.45,0,1,2828.408,5.0999999,927,34879,4.0599999,0,70,70
MS,2000,.20079893,1.4400001,0,1,2848.753,5.5999999,949,35536,3.8491666,0,70,70
MS,2001,.19577627,1.39,0,1,2857.577,5.5,784,35988,5.6016669,0,70,70
MS,2002,.19372679,1.4,0,1,2866.349,6.8000002,885,36429,5.1783333,0,70,70
MS,2003,.1950496,1.4,0,1,2880.793,6.3000002,871,37467,5.52,0,70,70
MT,1981,.2289706,1.9,0,0,795.325,6.9000001,338,7002,1.2316667,.18916667,55,55
MT,1982,.2316027,1.8200001,0,0,803.984,8.6000004,254,6669,1.4891666,.51333332,55,55
MT,1983,.23190817,1.79,0,0,814.029,8.8000002,286,7181,1.1391666,.18333334,55,55
MT,1984,.23683579,1.7,0,0,820.904,7.4000001,238,7386,1.0466666,.26416665,55,55
MT,1985,.24454647,1.6,0,0,822.3200000000001,7.6999998,223,7572,1.1466666,.31999999,55,55
MT,1986,.25426421,1.58,0,0,813.7380000000001,8.1000004,222,7737,1.4966667,.39250001,55,55
MT,1987,.25117072,1.5700001,0,0,805.064,7.4000001,234,8074,1.1625,.13250001,55,55
MT,1988,.23441574,1.59,0,1,800.2,6.8000002,198,8138,.94666666,.27416667,65,55
MT,1989,.21867967,1.5599999,0,1,799.634,5.9000001,181,8250,1.3941667,.39833334,65,55
MT,1990,.2104528,1.6,0,1,800.204,6,212,8332,1.0291667,.17749999,65,55
MT,1991,.21258783,1.61,0,1,809.68,7.0999999,200,8314,1.3591666,.17333333,65,55
MT,1992,.21376917,1.59,0,1,825.77,6.9000001,192,8525,1.1691667,.17083333,65,55
MT,1993,.21827333,1.49,0,1,844.761,6.0999999,195,8707,1.5925,.23083332,65,55
MT,1994,.21748836,1.5700001,0,1,861.306,5.0999999,202,9116,.97166663,.28083333,65,55
MT,1995,.21928787,1.49,0,1,876.553,5.9000001,215,9440,1.4291667,.39083335,65,55
MT,1996,.22725113,1.49,0,1,886.254,5.3000002,200,9446,1.3116667,.55833334,80,75
MT,1997,.24039154,1.49,0,1,889.865,5.4000001,265,9392,1.2583333,.21333334,80,75
MT,1998,.25447685,1.51,0,1,892.431,5.5999999,237,9589,1.2916666,.3125,80,75
MT,1999,.25621051,1.5599999,0,1,897.5069999999999,5.1999998,220,9835,1.1608334,.24333332,75,65
MT,2000,.25229654,1.55,0,1,903.51,5,237,9882,1.0183333,.29583335,75,65
MT,2001,.25020429,1.5700001,0,1,906.098,4.5999999,230,10011,.96416664,.13833334,75,65
MT,2002,.25414529,1.61,0,1,910.395,4.5999999,270,10395,1.1525,.25333333,75,65
MT,2003,.26068002,1.55,0,1,917.885,4.6999998,262,10874,1.1091666,.4425,75,65
NC,1981,.1863275,1.1,0,0,5956.653,6.4000001,1491,42059,3.5241666,0,55,55
NC,1982,.18790376,1.0700001,0,0,6019.108,9,1306,43100,4.46,0,55,55
NC,1983,.18755817,1.1,0,0,6077.059,8.8999996,1231,45038,4.6241665,0,55,55
NC,1984,.18510827,1.11,0,0,6164.004,6.6999998,1446,48182,4.5900002,0,55,55
NC,1985,.18610163,1.09,0,0,6253.957,5.4000001,1481,49923,4.0100002,0,55,55
NC,1986,.18969457,1.12,0,1,6321.576,5.3000002,1647,52866,3.1591668,0,55,55
NC,1987,.19636966,1.11,1,0,6403.693,4.5,1584,54600,4.3175001,0,55,55
NC,1988,.19570327,1.12,1,0,6480.591,3.5999999,1573,57943,3.2691667,0,65,55
NC,1989,.19541037,1.13,1,0,6565.462,3.5,1471,61236,5.1149998,0,65,55
NC,1990,.1928218,1.16,1,0,6664.016,4.1999998,1385,62752,3.7266667,0,65,55
NC,1991,.19170824,1.11,1,0,6784.28,5.8000002,1369,64883,4.0333333,0,65,55
NC,1992,.191277,1.14,1,0,6897.214,6,1265,67538,4.3175001,0,65,55
NC,1993,.19596167,1.14,1,0,7042.818,4.9000001,1389,69502,3.8416667,0,65,55
NC,1994,.20446643,1.14,1,0,7187.398,4.4000001,1431,71928,4.1574998,0,65,55
NC,1995,.21035524,1.12,1,0,7344.674,4.3000002,1448,76053,4.3899999,0,65,55
NC,1996,.2130302,1.14,1,0,7500.67,4.3000002,1494,78935,4.6908331,0,65,55
NC,1997,.216677,1.15,1,0,7656.825,3.5999999,1483,81893,3.9708333,0,70,70
NC,1998,.22152446,1.13,1,0,7809.121,3.5,1596,85283,4.9483333,0,70,70
NC,1999,.22605564,1.16,1,0,7949.361,3.2,1505,87758,4.2616668,0,70,70
NC,2000,.23028687,1.1900001,1,0,8078.429,3.5999999,1472,89504,3.9633334,0,70,70
NC,2001,.23339193,1.23,1,0,8198.279,5.5,1530,91580,3.2983334,0,70,70
NC,2002,.23844913,1.25,1,0,8312.754999999999,6.6999998,1575,92894,3.7391667,0,70,70
NC,2003,.243662,1.21,1,0,8422.375,6.5,1531,93759,5.5,0,70,70
ND,1981,.1945506,1.53,0,0,659.504,5,166,5352,1.3416667,.13,55,55
