state,year,college,beer,primary,secondary,population,unemploy,fatalities,totalvmt,precip,snow32,rural_speed,urban_speed
ND,1982,.20283841,1.52,0,0,668.972,5.9000001,148,5252,1.4158334,.33749998,55,55
ND,1983,.21076407,1.48,0,0,676.687,5.5999999,116,5363,1.2391667,.28333333,55,55
ND,1984,.21229054,1.4,0,0,680.499,5.0999999,99,5377,1.1383333,.2475,55,55
ND,1985,.21073717,1.33,0,0,676.979,5.9000001,90,5387,1.335,.25583333,55,55
ND,1986,.21192107,1.3200001,0,0,669.513,6.3000002,100,5632,1.8,.23916666,55,55
ND,1987,.2204887,1.34,0,0,661.141,5.1999998,101,5681,1.4308333,.30250001,55,55
ND,1988,.22003113,1.38,0,0,655.33,4.8000002,104,5765,.95499998,.28,65,55
ND,1989,.2179265,1.38,0,0,646.351,4.3000002,81,5849,1.1483333,.24666667,65,55
ND,1990,.21091217,1.47,0,0,637.6849999999999,4,112,5910,1.2316667,.17083333,65,55
ND,1991,.21043733,1.4299999,0,0,635.753,4.3000002,94,5951,1.5333333,.17333333,65,55
ND,1992,.20615506,1.38,0,0,638.223,5.0999999,88,6072,1.2191666,.20583335,65,55
ND,1993,.20549963,1.37,0,0,641.216,4.4000001,89,6158,1.8966666,.25333333,65,55
ND,1994,.20733663,1.39,0,0,644.804,3.9000001,88,6338,1.4308333,.30416667,65,55
ND,1995,.21049879,1.35,0,1,647.832,3.3,74,6545,1.5125,.33583334,65,55
ND,1996,.21279597,1.4,0,1,650.3819999999999,3.0999999,85,6741,1.4683334,.41999999,70,70
ND,1997,.21893694,1.4,0,1,649.716,2.5,105,7122,1.2591666,.22416666,70,70
ND,1998,.22300513,1.45,0,1,647.532,3.2,92,7333,1.6416667,.50999999,70,70
ND,1999,.22668163,1.49,0,1,644.259,3.4000001,119,7262,1.7075,.20583333,70,70
ND,2000,.22688833,1.47,0,1,641.153,3,86,7217,1.7816666,.44333333,70,70
ND,2001,.2357966,1.46,0,1,636.239,2.9000001,105,7235,1.3674999,.1175,70,70
ND,2002,.24247964,1.51,0,1,633.571,4,97,7336,1.3025,.16583334,70,70
ND,2003,.24894163,1.53,0,1,633.051,4,105,7468,1.3391666,.21916667,70,70
NE,1981,.1839956,1.5700001,0,0,1578.517,4.0999999,378,11504,1.9241667,.14083333,55,55
NE,1982,.18636267,1.5,0,0,1581.776,6.0999999,261,11435,2.1375,.22,55,55
NE,1983,.19021671,1.49,0,0,1584.293,5.6999998,255,11534,2.0566666,.086666666,55,55
NE,1984,.19462493,1.4400001,0,0,1588.638,4.4000001,285,11968,2.0466666,.12,55,55
NE,1985,.19527233,1.4,0,0,1584.661,5.5,237,12054,1.8041667,.19666667,55,55
NE,1986,.19570017,1.38,0,0,1574.328,5,290,12630,2.0991666,.1875,55,55
NE,1987,.2033889,1.4,0,0,1566.544,4.9000001,297,13091,2.1958334,.088333331,55,55
NE,1988,.2050086,1.37,0,0,1571.477,3.5999999,261,13407,1.7191666,.15000001,65,55
NE,1989,.20805427,1.37,0,0,1574.858,3.0999999,296,13781,1.41,.18416667,65,55
NE,1990,.2085802,1.41,0,0,1581.66,2.2,262,13958,1.7175,.12416667,65,55
NE,1991,.20967494,1.4,0,0,1595.919,2.8,275,14095,1.7808334,.23666666,65,55
NE,1992,.20534907,1.37,0,0,1611.687,3,269,14621,2.0699999,.13499999,65,55
NE,1993,.20458843,1.37,0,1,1625.59,2.7,254,14777,2.6241667,.405,65,55
NE,1994,.21076064,1.39,0,1,1639.041,2.9000001,271,15466,1.6958333,.23416667,65,55
NE,1995,.22508353,1.35,0,1,1656.992,2.5999999,254,15807,1.985,.054166667,65,55
NE,1996,.22884983,1.35,0,1,1673.74,2.9000001,293,16238,2.0691667,.29916668,65,55
NE,1997,.23301713,1.35,0,1,1686.418,2.5999999,302,17077,1.6558334,.185,75,65
NE,1998,.23173736,1.39,0,1,1695.816,2.7,315,17558,1.995,.22500001,75,65
NE,1999,.23587547,1.42,0,1,1704.764,2.9000001,295,18012,2.0008333,.027500002,75,65
NE,2000,.24106647,1.4400001,0,1,1713.261,3,276,18081,1.5908333,.17583333,75,65
NE,2001,.25198343,1.4299999,0,1,1718.965,3.0999999,246,18102,2.0816667,.25416666,75,65
NE,2002,.25760785,1.45,0,1,1726.753,3.5999999,307,18719,1.1241666,.13833334,75,65
NE,2003,.26055968,1.42,0,1,1738.013,4,293,19016,1.66,.1725,75,65
NH,1981,.2428308,1.89,0,0,936.621,5,148,6570,4.1174998,1.71,55,55
NH,1982,.25337854,1.89,0,0,947.72,7.4000001,173,6971,3.1458335,1.1166667,55,55
NH,1983,.25663829,2.1700001,0,0,958.134,5.4000001,191,7181,4.3866668,1.265,55,55
NH,1984,.24422351,1.99,0,0,976.8630000000001,4.3000002,193,7294,3.8008332,1.4583334,55,55
NH,1985,.23281567,1.99,0,0,996.753,3.9000001,188,7538,2.9175,.89916664,55,55
NH,1986,.23451003,1.9299999,0,0,1025.054,2.8,172,7913,3.6916666,1.15,55,55
NH,1987,.2463851,1.9299999,0,0,1054.289,2.5,179,9167,3.02,.50999999,55,55
NH,1988,.25066012,1.91,0,0,1082.576,2.4000001,166,9507,3.2483332,.86416668,65,55
NH,1989,.25015718,1.87,0,0,1104.523,3.5,187,9819,3.4216666,.79416668,65,55
NH,1990,.24969541,1.85,0,0,1112.384,5.6999998,158,9844,4.0116668,1.2883333,65,55
NH,1991,.25639859,1.85,0,0,1109.929,7.1999998,143,9935,3.4925001,.78083336,65,55
NH,1992,.25741658,1.8099999,0,0,1117.784,7.5,122,10067,3.0383334,1.0366666,65,55
NH,1993,.2597197,1.83,0,0,1129.458,6.5999999,121,10336,3.2741666,1.3558333,65,55
NH,1994,.26339972,1.75,0,0,1142.56,4.5999999,119,10501,3.48,1.3116667,65,55
NH,1995,.26569206,1.74,0,0,1157.561,4,118,10643,2.9608333,.94499999,65,55
NH,1996,.27434209,1.73,0,0,1174.719,4.1999998,134,10987,4.0549998,1.6016667,65,65
NH,1997,.28078213,1.73,0,0,1189.425,3.0999999,125,11202,3.4158332,1.2091666,65,65
NH,1998,.28729421,1.72,0,0,1205.94,2.9000001,128,11573,3.6833334,1.0708333,65,65
NH,1999,.29223907,1.75,0,0,1222.014,2.7,140,11893,3.5666666,1.4075,65,65
NH,2000,.29268196,1.75,0,0,1240.554,2.8,126,12021,3.8958333,1.225,65,65
NH,2001,.29615101,1.74,0,0,1258.546,3.5,142,12315,2.9033334,1.3391666,65,65
NH,2002,.30396581,1.73,0,0,1274.666,4.6999998,127,12578,3.5591667,1.3125,65,65
NH,2003,.31931481,1.72,0,0,1287.594,4.3000002,127,13180,3.7,1.4058334,65,65
NJ,1981,.21608479,1.22,0,0,7407.471,7.3000002,1162,51328,3.3166666,.043333333,55,55
NJ,1982,.21960996,1.22,0,0,7430.97,9,1086,51802,3.3916667,.375,55,55
NJ,1983,.2278322,1.21,0,0,7467.784,7.8000002,933,52217,4.7150002,0,55,55
NJ,1984,.23860154,1.1900001,0,0,7515.474,6.1999998,927,52312,4.2325001,.17916667,55,55
NJ,1985,.25064626,1.1799999,0,1,7565.53,5.6999998,959,53108,3.365,.245,55,55
NJ,1986,.25977471,1.1799999,0,1,7622.161,5,1039,55350,3.8841667,.93166667,55,55
NJ,1987,.26819783,1.1799999,0,1,7670.741,4,1023,57071,3.5408332,.67583334,55,55
NJ,1988,.26497877,1.15,0,1,7712.333,3.8,1051,58671,3.4966667,.25166667,55,55
NJ,1989,.26220083,1.13,0,1,7726.086,4.0999999,891,59898,4.4758334,.067500003,55,55
NJ,1990,.25774819,1.15,0,1,7762.963,5.0999999,886,58923,3.8875,0,55,55
NJ,1991,.26186383,1.09,0,1,7814.676,6.6999998,784,59289,3.5341666,0,55,55
NJ,1992,.26785213,1.0700001,0,1,7880.508,8.5,764,59410,3.5491667,0,55,55
NJ,1993,.2757996,1.0700001,0,1,7948.915,7.5,788,59726,3.6491666,.48000002,55,55
NJ,1994,.28204766,1.04,0,1,8014.306,6.8000002,761,60466,4.2158332,1.0650001,55,55
NJ,1995,.28532773,1.03,0,1,8083.242,6.4000001,773,61012,3.03,.60250002,55,55
NJ,1996,.28841773,1,0,1,8149.596,6.1999998,814,62334,4.6349998,.48083332,55,55
NJ,1997,.29212579,.98000002,0,1,8218.808000000001,5.0999999,774,62784,3.6666667,.27000001,55,55
NJ,1998,.29651394,.98000002,0,1,8287.418,4.5999999,741,64510,3.6341667,0,65,55
NJ,1999,.302526,.97000003,0,1,8359.592000000001,4.5999999,726,65541,3.9591665,0,65,55
NJ,2000,.30960047,.95999998,1,0,8433.704,3.7,731,67446,3.9075,.55666667,65,55
NJ,2001,.31858584,.99000001,1,0,8504.864,4.1999998,747,68725,3.1283333,.25083333,65,55
NJ,2002,.32698378,.98000002,1,0,8576.089,5.8000002,773,69942,3.3575001,0,65,55
NJ,2003,.33397126,.94999999,1,0,8640.028,5.9000001,747,69778,4.8216667,1.0691667,65,55
NM,1981,.2269301,1.74,0,0,1332.747,7.3000002,544,11470,1.1583333,0,55,55
NM,1982,.2429186,1.72,0,0,1363.822,9.1999998,577,11850,1.2366667,0,55,55
NM,1983,.25040412,1.72,0,0,1394.362,10.1,549,11678,1.0716667,0,55,55
NM,1984,.24553323,1.71,0,0,1416.719,7.5,497,12432,1.2141666,0,55,55
NM,1985,.23935524,1.7,0,0,1438.36,8.8000002,535,13269,1.22,0,55,55
NM,1986,.22895013,1.64,1,0,1462.728,9.1999998,499,13171,1.6,0,55,55
NM,1987,.22578333,1.63,1,0,1478.519,8.8999996,568,15116,1.2991667,0,55,55
NM,1988,.2155153,1.63,1,0,1490.336,7.8000002,487,15283,1.3608333,.049166664,65,55
NM,1989,.20882143,1.64,1,0,1503.901,6.6999998,538,15839,.88249999,0,65,55
NM,1990,.20525153,1.6799999,1,0,1521.574,6.5,499,16148,1.3191667,0,65,55
NM,1991,.21479879,1.64,1,0,1555.305,7.0999999,469,16773,1.5283333,0,65,55
NM,1992,.22453576,1.5599999,1,0,1595.442,7,460,18452,1.3075,.074999996,65,55
NM,1993,.23273499,1.53,1,0,1636.453,7.6999998,431,18945,1.175,0,65,55
NM,1994,.22973053,1.46,1,0,1682.398,6.3000002,447,20480,1.1341667,0,65,55
NM,1995,.225301,1.5599999,1,0,1720.394,6.3000002,485,21147,1.005,0,65,55
NM,1996,.2237817,1.55,1,0,1752.326,8.1000004,485,21510,1.0658333,0,75,75
NM,1997,.2310669,1.51,1,0,1774.839,6.1999998,484,21937,1.5416666,.15083332,75,75
NM,1998,.24223657,1.49,1,0,1793.484,6.1999998,424,22192,.91833335,0,75,75
NM,1999,.2442039,1.53,1,0,1808.082,5.5999999,460,22429,1.1991667,0,75,75
NM,2000,.24146503,1.53,1,0,1821.526,5,430,22760,.85833335,0,75,75
NM,2001,.24055947,1.54,1,0,1832.608,4.8000002,463,23232,.98750001,.088333331,75,75
NM,2002,.23560479,1.53,1,0,1855.4,5.4000001,449,22789,.91083336,0,75,75
NM,2003,.24188483,1.52,1,0,1879.252,6.4000001,439,22844,.7475,0,75,75
NV,1981,.201159,2.0799999,0,0,847.6559999999999,7.0999999,294,6515,.71166664,0,55,55
NV,1982,.1997125,1.99,0,0,881.538,10.1,280,6413,1.0383333,.16083333,55,55
NV,1983,.19736786,1.98,0,0,901.978,9.8000002,252,6872,1.3366667,0,55,55
NV,1984,.19559823,2.01,0,0,924.921,7.8000002,249,7332,.85250002,.094999999,55,55
NV,1985,.2004717,1.96,0,0,951.032,8,258,7566,.63499999,.17,55,55
NV,1986,.20424031,2.0699999,0,0,980.614,6,233,7986,.79416662,.015000001,55,55
NV,1987,.2063292,2.05,0,0,1023.374,6.3000002,262,8396,.85333335,.12333333,55,55
NV,1988,.19229633,2.1300001,0,1,1075.023,5.1999998,286,8989,.63499999,.1525,65,55
NV,1989,.18201113,2.1800001,0,1,1137.382,5,308,9392,.58916664,.13249999,65,55
NV,1990,.17621803,2.1700001,0,1,1220.695,4.9000001,343,10205,.68833333,.23416667,65,55
NV,1991,.1820941,2.05,0,1,1296.171,5.5999999,297,10510,.66833335,.063333333,65,55
NV,1992,.1825282,2.02,0,1,1351.367,6.6999998,251,10897,.72916669,.15000001,65,55
NV,1993,.17853357,1.95,0,1,1411.215,7.3000002,263,11624,.76916665,.41499999,65,55
NV,1994,.17219274,1.9299999,0,1,1499.298,6.1999998,294,13019,.71249998,.18833333,65,55
NV,1995,.18005046,1.87,0,1,1581.578,5.4000001,313,13974,1,0,65,55
NV,1996,.19068107,1.91,0,1,1666.32,5.4000001,348,15993,.91916668,0,75,65
NV,1997,.20247367,1.84,0,1,1764.104,4.0999999,347,16309,.7475,.20083334,75,65
NV,1998,.20459726,1.8,0,1,1853.191,4.3000002,361,16486,1.3099999,.024166666,75,65
NV,1999,.20693964,1.8200001,0,1,1934.718,4.4000001,350,17390,.61583334,.010833333,75,65
NV,2000,.21205233,1.79,0,1,2018.214,4,323,17639,.76999998,0,75,65
NV,2001,.22001924,1.8099999,0,1,2094.827,5.3000002,313,18309,.66166663,.16249999,75,65
NV,2002,.22652997,1.75,0,1,2167.867,5.5,381,17966,.45000002,.0425,75,65
NV,2003,.23162884,1.76,0,1,2241.7,5.1999998,368,19301,.73666668,0,75,65
NY,1981,.2053356,1.25,0,0,17567.731,7.5999999,2487,79130,3.3066666,1.0533333,55,55
NY,1982,.21294856,1.26,0,0,17589.737,8.6000004,2153,80484,3.175,.88916665,55,55
NY,1983,.2204051,1.23,0,0,17686.907,8.6000004,2071,83783,3.6199999,.97499996,55,55
NY,1984,.22799224,1.15,1,0,17745.676,7.1999998,2054,87268,3.5799999,.89499998,55,55
NY,1985,.23645753,1.14,1,0,17791.678,6.5,2003,90518,3.1275001,.73583335,55,55
NY,1986,.24442516,1.13,1,0,17833.421,6.3000002,2115,94716,3.575,.95916671,55,55
NY,1987,.25111881,1.15,1,0,17868.844,4.9000001,2333,98002,3.0258334,.58666664,55,55
NY,1988,.24915786,1.15,1,0,17941.309,4.1999998,2255,103692,2.8600001,.89499998,55,55
NY,1989,.24595226,1.12,1,0,17983.084,5.0999999,2257,106059,3.355,.83666664,55,55
NY,1990,.24167964,1.13,1,0,18020.784,5.3000002,2212,106902,3.895,1.3724999,55,55
NY,1991,.23991777,1.09,1,0,18122.51,7.3000002,2009,107661,2.9375,.74000001,55,55
NY,1992,.2416441,1.04,1,0,18246.653,8.6000004,1814,109881,3.4316666,1.0308334,55,55
NY,1993,.24433307,1,1,0,18374.954,7.8000002,1781,112240,3.3208334,1.2416667,55,55
NY,1994,.25199345,.98000002,1,0,18459.47,6.9000001,1658,112970,3.5583334,1.1891667,55,55
NY,1995,.25691301,.98000002,1,0,18524.104,6.3000002,1674,115091,2.6524999,.83750004,55,55
NY,1996,.26151276,.97000003,1,0,18588.46,6.1999998,1593,118641,3.99,.87,65,55
NY,1997,.26609141,.94,1,0,18656.546,6.4000001,1643,120779,3.2358334,1.1991667,65,65
NY,1998,.27084851,.94999999,1,0,18755.906,5.5999999,1514,123376,3.3583333,.83833331,65,65
NY,1999,.27720061,.93000001,1,0,18882.725,5.1999998,1599,126491,3.0683334,1.1716666,65,65
NY,2000,.28381705,.92000002,1,0,18998.889,4.5999999,1458,129057,3.8791666,1.0141667,65,65
NY,2001,.29208896,.95999998,1,0,19091.21,4.9000001,1548,130722,2.7983334,.90499997,65,65
NY,2002,.29839545,.94999999,1,0,19164.755,6.0999999,1522,133057,3.4608333,.87666667,65,65
NY,2003,.30242839,.93000001,1,0,19228.031,6.3000002,1491,135047,3.7350001,1.2166667,65,65
OH,1981,.1646432,1.35,0,0,10788.336,9.6000004,1780,71728,3.3758333,.85000002,55,55
OH,1982,.17702496,1.4,0,0,10757.085,12.5,1607,71751,3.2358334,.67250001,55,55
OH,1983,.18121296,1.36,0,0,10737.631,12.2,1585,73214,2.9825001,.3775,55,55
OH,1984,.181069,1.41,0,0,10737.743,9.3999996,1644,74895,3.0083334,.3725,55,55
OH,1985,.18216464,1.37,0,0,10734.926,8.8999996,1640,75549,3.2816668,.64499998,55,55
OH,1986,.1856796,1.3200001,0,0,10730.272,8.1000004,1673,81348,3.1866667,.63666666,55,55
OH,1987,.19014366,1.35,0,1,10760.081,7,1772,79157,2.5083332,.13,55,55
OH,1988,.18644384,1.34,0,1,10798.554,6,1763,81990,2.76,.87083334,65,55
OH,1989,.18436854,1.35,0,1,10829.216,5.5,1772,84418,3.6224999,.63083333,65,55
OH,1990,.18187153,1.34,0,1,10864.162,5.6999998,1636,91303,4.2725,0,65,55
OH,1991,.18495134,1.33,0,1,10945.762,6.4000001,1635,93002,2.6583333,.19,65,55
OH,1992,.1863399,1.3200001,0,1,11029.431,7.3000002,1439,95221,3.3033333,.17166667,65,55
OH,1993,.19075157,1.29,0,1,11101.14,6.5999999,1482,96167,3.1900001,.55250001,65,55
OH,1994,.19465353,1.3099999,0,1,11152.454,5.5,1371,98200,3.0558333,.61250001,65,55
OH,1995,.20533749,1.28,0,1,11202.751,4.8000002,1366,100788,3.0050001,.7183333,65,55
OH,1996,.2107251,1.3,0,1,11242.827,4.9000001,1391,103090,3.9000001,.68416667,65,55
OH,1997,.2171762,1.28,0,1,11277.357,4.5999999,1441,103677,3.28,.1925,65,65
OH,1998,.22209713,1.3099999,0,1,11311.536,4.3000002,1422,104926,3.3341668,0,65,65
OH,1999,.2297565,1.3200001,0,1,11335.454,4.3000002,1430,105511,2.8341668,.36000001,65,65
OH,2000,.23492993,1.3,0,1,11363.809,4,1351,105898,3.4825001,.47583333,65,65
OH,2001,.23670846,1.33,0,1,11384.992,4.1999998,1378,106589,2.9016666,.10666666,65,65
OH,2002,.23805574,1.34,0,1,11404.651,5.6999998,1418,107861,3.1600001,.2325,65,65
OH,2003,.2414519,1.33,0,1,11431.748,6.0999999,1277,108938,3.9916666,.63749999,65,65
OK,1981,.1907154,1.14,0,0,3096.159,3.5999999,989,28780,2.5416667,0,55,55
OK,1982,.19697003,1.17,0,0,3206.129,5.6999998,1070,30011,2.9950001,0,55,55
OK,1983,.1994441,1.05,0,0,3290.404,9,842,29565,2.4991667,.083333336,55,55
OK,1984,.2014799,1.01,0,0,3285.535,7,808,30981,2.5566666,0,55,55
OK,1985,.20437147,1.04,0,0,3271.333,7.0999999,739,31181,3.4366667,.14583333,55,55
OK,1986,.21206763,1.04,0,0,3252.735,8.1999998,698,30833,3.0291667,0,55,55
OK,1987,.21588387,1.04,0,0,3210.124,7.4000001,597,31606,3.6766667,0,55,55
OK,1988,.20252587,1.05,0,0,3167.064,6.6999998,634,32388,2.4083333,0,65,55
OK,1989,.19431707,1.05,0,0,3150.304,5.5999999,648,32836,3.0758333,.035,65,55
OK,1990,.1933682,1.12,0,0,3148.825,5.6999998,640,33141,3.7866666,0,65,55
OK,1991,.20393726,1.09,0,0,3175.44,6.6999998,651,34240,2.9241667,0,65,55
OK,1992,.2082631,1.13,0,0,3220.517,5.6999998,613,35119,3.5016668,0,65,55
OK,1993,.20691207,1.11,0,0,3252.285,6.0999999,671,35529,3.3516667,0,65,55
OK,1994,.20691504,1.15,0,0,3280.94,5.8000002,687,35567,2.8891668,0,65,55
OK,1995,.20266317,1.1,0,0,3308.208,4.6999998,669,38489,3.1508334,0,65,55
OK,1996,.2020458,1.09,0,0,3340.129,4.0999999,772,39427,2.9375,0,65,55
OK,1997,.19956221,1.1,0,0,3372.917,4.0999999,838,41400,3.3633332,0,75,70
OK,1998,.20675607,1.12,1,0,3405.194,4.5,755,42033,2.6341667,0,75,70
OK,1999,.21326603,1.11,1,0,3437.147,3.4000001,741,42569,3.0641668,0,75,70
OK,2000,.22004427,1.13,1,0,3454.321,3.0999999,652,43355,2.6816666,.15833333,75,70
OK,2001,.22015473,1.11,1,0,3465.778,3.8,676,43527,2.8425,0,75,70
OK,2002,.22428697,1.11,1,0,3487.076,4.5,734,45731,2.6591666,0,75,70
OK,2003,.23203591,1.0599999,1,0,3504.917,5.6999998,668,45725,2.3583333,0,75,70
OR,1981,.23521671,1.38,0,0,2667.985,9.8999996,645,19516,2.6458333,0,55,55
OR,1982,.23999897,1.33,0,0,2664.919,11.5,518,19384,2.7191668,.34916666,55,55
OR,1983,.24433063,1.3099999,0,0,2653.071,10.8,548,20557,3.4516666,.50333333,55,55
OR,1984,.25026315,1.28,0,0,2666.589,9.3999996,571,20943,2.6266665,.35333335,55,55
OR,1985,.25547171,1.25,0,0,2672.648,8.8000002,559,21458,1.5683334,.82249999,55,55
OR,1986,.25486344,1.26,0,0,2683.526,8.5,619,22741,2.6758335,0,55,55
OR,1987,.25208357,1.26,0,0,2700.996,6.1999998,620,23332,2.1291666,.3175,55,55
OR,1988,.23678426,1.27,0,0,2741.297,5.8000002,677,25204,2.0658333,.33500001,65,55
OR,1989,.22507963,1.26,0,0,2790.579,5.6999998,626,25820,1.8491666,.58750004,65,55
OR,1990,.21981297,1.3200001,0,0,2860.375,5.5999999,579,26738,2.0766666,.16250001,65,55
OR,1991,.2309137,1.28,1,0,2928.507,6.0999999,484,25762,2.0558333,.16166668,65,55
OR,1992,.24292754,1.29,1,0,2991.755,7.5999999,467,27926,1.9033333,.39583334,65,55
OR,1993,.24483484,1.24,1,0,3060.367,7.3000002,524,29657,2.2316668,.60000002,65,55
OR,1994,.24424863,1.23,1,0,3121.264,5.4000001,490,29453,2.0066667,0,65,55
OR,1995,.2387521,1.21,1,0,3184.369,4.8000002,572,30034,2.9158335,0,65,55
OR,1996,.2358389,1.23,1,0,3247.111,5.9000001,526,30319,3.4941666,0,65,55
OR,1997,.23958109,1.1900001,1,0,3304.31,5.8000002,523,32268,2.1616666,0,65,55
OR,1998,.24948767,1.2,1,0,3352.449,5.5999999,538,33340,3.1616666,.42416668,65,55
OR,1999,.26490727,1.21,1,0,3393.941,5.6999998,414,34680,2.5841665,0,65,55
OR,2000,.27198711,1.2,1,0,3431.07,4.9000001,451,35010,2.0875001,0,65,55
OR,2001,.27765888,1.22,1,0,3473.484,6.3000002,488,34398,1.7758334,0,65,55
OR,2002,.27337945,1.22,1,0,3522.342,7.5,436,34578,1.8991667,0,65,55
OR,2003,.27361333,1.2,1,0,3562.681,8.1999998,512,35098,2.3074999,0,65,55
PA,1981,.16050629,1.42,0,0,11858.569,8.3999996,2019,71508,3.4483333,1.1733334,55,55
PA,1982,.16660526,1.4400001,0,0,11845.146,10.9,1810,71313,3.3333333,.73416668,55,55
PA,1983,.16885529,1.41,0,0,11837.726,11.8,1706,72302,3.6925001,.94083333,55,55
PA,1984,.17400123,1.37,0,0,11815.175,9.1000004,1723,74297,3.8591666,.41666666,55,55
PA,1985,.17698351,1.37,0,0,11770.865,8,1771,75428,3.4649999,.62916666,55,55
PA,1986,.18252157,1.38,0,0,11782.754,6.8000002,1894,77636,3.6341667,1.1058333,55,55
PA,1987,.18632039,1.38,0,0,11810.869,5.6999998,1987,78626,3.2333333,.36416668,55,55
PA,1988,.1848574,1.39,0,1,11845.755,5.0999999,1931,81238,3.0158334,.7833333,55,55
PA,1989,.18440931,1.36,0,1,11865.992,4.5,1877,82864,3.5616667,.70416665,55,55
PA,1990,.18378989,1.42,0,1,11903.299,5.4000001,1646,85708,3.8716667,0,55,55
PA,1991,.1873194,1.36,0,1,11982.164,7,1661,87282,2.7408333,.22416668,55,55
PA,1992,.19000269,1.3,0,1,12049.45,7.5999999,1545,89200,3.4541667,.79000002,55,55
PA,1993,.19238247,1.3099999,0,1,12119.724,7.0999999,1529,90706,3.7241666,.84916669,55,55
PA,1994,.19793834,1.28,0,1,12166.05,6.1999998,1441,92347,4.0725002,.81666666,55,55
PA,1995,.20982246,1.23,0,1,12198.403,5.9000001,1480,94520,2.73,.7833333,55,55
PA,1996,.2238103,1.22,0,1,12220.464,5.3000002,1469,96646,4.4858332,.89249998,65,55
PA,1997,.2322672,1.2,0,1,12227.814,5.1999998,1557,98015,3.2391667,.18916667,65,55
PA,1998,.23585033,1.21,0,1,12245.672,4.5999999,1481,99908,3.3691666,0,65,55
PA,1999,.23690566,1.2,0,1,12263.805,4.4000001,1549,102011,3.4183333,.47833332,65,55
PA,2000,.24267627,1.21,0,1,12286.314,4.0999999,1520,102337,3.4308333,.88666666,65,55
PA,2001,.24901637,1.3200001,0,1,12296.063,4.6999998,1530,103004,2.7933333,.4025,65,55
PA,2002,.25421,1.35,0,1,12324.415,5.6999998,1614,104476,3.3183334,.31666666,65,55
PA,2003,.25662717,1.46,0,1,12364.93,5.5999999,1577,106347,4.415,1.12,65,55
RI,1981,.1877916,1.36,0,0,953.0119999999999,7.5999999,102,5575,3.3991666,.070833333,55,55
RI,1982,.18813007,1.34,0,0,954.17,10.2,108,5908,3.9925001,.94333333,55,55
RI,1983,.19145736,1.48,0,0,956.3819999999999,8.3000002,100,6014,5.1483335,1.1591667,55,55
RI,1984,.19653989,1.37,0,0,961.895,5.3000002,79,5300,4.3058333,.20916666,55,55
RI,1985,.20355536,1.4,0,0,968.956,4.9000001,109,5823,3.4783335,.5025,55,55
RI,1986,.21596344,1.41,0,0,977.34,4,124,5429,4.1058335,.97750002,55,55
RI,1987,.22973803,1.4,0,0,989.605,3.8,113,6003,3.4400001,.57083333,55,55
RI,1988,.23329417,1.39,0,0,996.407,3.0999999,125,5853,3.8291667,1.22,55,55
RI,1989,.23649646,1.37,0,0,1000.666,4.0999999,100,6740,4.2491665,.63166666,55,55
RI,1990,.2400649,1.3099999,0,0,1005.995,6.8000002,84,7364,3.8,0,55,55
RI,1991,.24574694,1.33,0,0,1010.649,8.6000004,88,7152,3.8458333,.27166668,55,55
RI,1992,.24293816,1.24,0,1,1012.581,9,79,7559,4.1750002,.72416669,55,55
RI,1993,.24059966,1.22,0,1,1015.112,7.8000002,74,7227,3.7608333,.9733333,55,55
RI,1994,.24629073,1.23,0,1,1015.96,7.0999999,63,7095,4.0599999,.94083339,55,55
RI,1995,.24680147,1.1900001,0,1,1017.002,7,69,6896,3.1641667,.85500002,55,55
RI,1996,.24795073,1.16,0,1,1020.893,5.0999999,69,7120,4.4475002,1.0583334,65,55
RI,1997,.24680001,1.22,0,1,1025.353,5.3000002,75,7072,3.5783334,.35500002,65,55
RI,1998,.25815016,1.14,0,1,1031.155,4.9000001,74,7983,4.9966664,0,65,55
RI,1999,.26881319,1.14,0,1,1040.402,4.0999999,88,8281,3.8625,.55166668,65,55
RI,2000,.27821442,1.15,0,1,1050.742,4.0999999,80,8359,4.3783336,.76166672,65,55
RI,2001,.2855103,1.1900001,0,1,1058.365,4.6999998,81,7991,3.8099999,.2475,65,55
RI,2002,.28897393,1.17,0,1,1068.55,5.0999999,84,8142,3.7983334,0,65,55
RI,2003,.28943127,1.12,0,1,1075.729,5.3000002,104,8365,4.2991667,.91000003,65,55
SC,1981,.14769609,1.25,0,0,3179.255,8.3999996,846,23054,3.5133333,0,55,55
SC,1982,.15084043,1.24,0,0,3207.611,10.8,730,24222,4.4416666,0,55,55
SC,1983,.1523097,1.26,0,0,3234.068,10,845,24977,4.6991668,0,55,55
SC,1984,.15866689,1.26,0,0,3271.864,7.0999999,915,25971,4.2491665,0,55,55
SC,1985,.16220847,1.26,0,0,3303.211,6.8000002,952,26677,4.1266665,0,55,55
SC,1986,.17225067,1.3,0,0,3342.759,6.1999998,1059,28250,3.2141666,0,55,55
SC,1987,.1815576,1.34,0,0,3380.507,5.5999999,1086,30224,4.4166665,0,55,55
SC,1988,.17905167,1.37,0,0,3412.097,4.5,1034,31759,3.3508334,0,65,55
SC,1989,.17608257,1.37,0,0,3456.777,4.6999998,996,32780,4.5041666,0,65,55
SC,1990,.1703098,1.4400001,0,1,3501.155,4.8000002,979,34376,3.2541666,0,65,55
SC,1991,.17771614,1.34,0,1,3570.404,6.3000002,890,34456,4.3841667,0,65,55
